Star Rating,Review Title,Review Description
3.0 out of 5 stars,Overall phone,"The media could not be loaded.This phone looking so good 😊 camera enough at this price point, display big but ok , charging speed is common, battery backup is good and sound is louder 🤠 performance normal overall phone is good at this price pointRead more"
5.0 out of 5 stars,Good 4g mobile,For ₹8k plus the mobile looks premium. Touch sensitive and clean ui. I hold 6 128 version which works smoothly. A scratch guard could have been better. Display and audio are good enough. Wifi works better. Battery standby is appreciable. I recommend it.Read more
5.0 out of 5 stars,Best phone,Best phone under minimum budgetRead more
4.0 out of 5 stars,slow phone,"at this range phone is okay, but running slowRead more"
5.0 out of 5 stars,A good economic and quality mobile in good price,"I am writing this review after using realme C71 for one week. Battery life is good and holds upto 48 hours. Touch functionality is good. Design is good. Overall phone quality, camera are good in this price range...Read more"
4.0 out of 5 stars,I like this mobile,Good productRead more
5.0 out of 5 stars,Great Deal Thankyou amazon,Great Deal Thankyou amazonRead more
1.0 out of 5 stars,Camera Bad quality,Poor Camera quality very basic camera functionRead more
5.0 out of 5 stars,Very good,Very good features  and battery powerRead more
3.0 out of 5 stars,No recomend this battery very poor,Battery backup very badRead more
5.0 out of 5 stars,Affordable budget mobile,Good 👍Read more
4.0 out of 5 stars,,Pura Paisa wasul itemRead more
5.0 out of 5 stars,Redmi A5 is an excellent mobile phone.,This mobile is as per my expectations. It is excellent. Highly recommended for anyone looking for a 3GB RAM and 64 GB storage smartphone. Worth to purchase.Read more
5.0 out of 5 stars,Awesome Product.,Awesome Product.Read more
4.0 out of 5 stars,uses of electric,"value of money, nice to useRead more"
5.0 out of 5 stars,Great mobile at this cost,Great mobile at this costValue for money camera is great at this cost.Read more
1.0 out of 5 stars,Before buying make sure about the replacement policy/refund policy. It's sheer harrasment.,"The media could not be loaded.Extremely Disappointed – Defective Phone and PATHETIC CUSTOMER SERVICEI am highly disappointed with this purchase. The phone was defective right out of the box and got stuck in a continuous boot loop without even reaching the setup screen. For a brand-new device, this is completely unacceptable and reflects very poor quality control.What made the experience worse was the customer service. The support process was slow, unhelpful, and lacked any sense of urgency. Instead of providing a quick and smooth resolution for a clearly defective product, the response felt indifferent and frustrating. I was multiple times referred to different team and in the end I was given a solution , that I had to wait 3-4 days and only after that a decision will be taken whether the phone should be returned/replaced. Now I needed that phone and had paid 8k ,and now I have to wait for 3-4 days and then again I am not sure whether it will be replaced or returned.  As a customer, I expected professionalism and prompt assistance, but the service was truly disappointing.Buying a new phone should be an exciting experience, not a stressful one. Unfortunately, this purchase turned into a complete waste of time and effort. I would strongly advise potential buyers to be cautious, both about the product quality and the after-sales support.Overall, a very unsatisfactory experience.Read more"
3.0 out of 5 stars,scrach at back,although box was sealed bt has finishing problem as the backRead more
5.0 out of 5 stars,Delivered as expected.,Nice and decent product.Read more
5.0 out of 5 stars,Best product,Battery lifeRead more
5.0 out of 5 stars,Redmi 15C 5G,Phone is good. Amazon has delivered very quickly... Value for money comparatively... Battery life is good... Sound quality has to be improved but nominal for this kind of mobile phoneRead more
4.0 out of 5 stars,Good Product. Big Screen.,"Basic configuration mobile, which is Good for my dad's overall use. Big Screen.Read more"
5.0 out of 5 stars,Smooth performance for normal users,Smooth performance and battery backup is really good. Didn't test with high end games. Need to check after 6 months. Camera and sound quality is average. Apart from that overall good for this price. Fast charge really good and speed with minimal heat.Read more
1.0 out of 5 stars,Horrible product never buy,I used smart phones since 2009 I felt better usage every mobile usage but now I used redmi 15c past 2 months very very disappointed because very slow and hang issues. When recive a incoming call after call completed screen was on and notification comes. Waste product from redmiRead more
5.0 out of 5 stars,No hanging problem,Nice Phone..Read more
5.0 out of 5 stars,Very good mobile,"Very good mobile, big screen, long battery, 5G single are good, I am happyRead more"
4.0 out of 5 stars,Paisa basool item,Good product in this priceRead more
3.0 out of 5 stars,Camera,Camera is not like 50 MPRead more
5.0 out of 5 stars,Best redmi phone ever,"This is actually a really good phone, please ignore the negative reviews. People who are complaining about not fast charging, go to battery setting and select speed up option. It takes about 2 hours to go from 0 to 100 on standard charging mode and about 1 hour or so to go from 0 to 100 on speed up charge mode.I did not see any lagging at all, phone's performance is very smooth and so fast, apps install and uninstall very quickly. people who are heavy game users may add virtual RAM in memory extension option, I added 6GB more so now I have 12GB on 6GB RAM variant.Network performance is also awesome, it supports B28 band so BSNL 4G internet works amazing on this phone, I am getting 42-50 Mbps 4G speed even inside home. This is the main reason why I bought it and also because of huge battery.Phone camera is ok, you can play with color gradient in phone in settings and see what you like best, there's many filters that can be used to enhance image's colors to match it's original color. Camera zoom is 10x not sure why someone said zoom is not supported. It has amazing AI filters and features for pics including erase. And by the way, use Gemini to upload your pic and ask it to enhance it etc and you'll be surprised with the results. Attached is an example, original picture is clicked from very far away with 10x zoom and the other is the amazing result from gemini after I uploaded it and asked it to enhance the pic quality and make it crispy clear, it's amazing how it can do that, everything became perfect with it's enhancement, so try gemini for your landscape/natural scenery pictures, it makes them so better.Speaker is perfect too, 200% volume boost is perfect. Also you can choose dolby or xiaomi in settings and choose various audio equalizer settings to enjoy different modes per your song genres.And phone's aesthetic value is also appealing, it looks amazing. screen is very large and you can get matte screen guard to make screen look even more pleasing than the standard glass screen protectors. Phone is little bit heavy but that's obviously because of it's huge size.Read more"
4.0 out of 5 stars,Amazing Phone! Great Value for the Price!,"I received the phone on time, and I must say, the packaging was excellent, everything was well-protected and secure. Upon unboxing, I was impressed with the sleek and modern design of the phone. It looks even better in person! The large screen is a standout feature, perfect for watching videos, browsing, and gaming. The battery life is another highlight. It lasts a long time even with regular use, so I don't have to worry about charging multiple times a day. The phone is also very easy to use, with a smooth interface and quick performance.Overall, this phone offers excellent value for the price. The performance, design, and battery life are all top-notch. Highly recommend it to anyone looking for a reliable, feature packed smartphoneRead more"
5.0 out of 5 stars,Nice phone,Excellent battery bkup. Larger screen + 256 gb internal memory!Read more
4.0 out of 5 stars,Overall a good budget phone with enormous battery.,"Overall a good product but it has certain limitations and a couple of bugs.  I use phone for simple functions and not for gaming.Camera - 4.5 - You can't zoom out(zoom reduction), simply not supported. Couple of bugs including - alarm - sometimes, alarm fails and the phone doesn't vibrate or rings at the set time. Display, sound - is all fine.. sometimes it exhibits laggy behavior.Overall - 4.5 out of 5.I hope the company takes a cue from Samsung and other brands and try to fix above listed issues.Read more"
3.0 out of 5 stars,Sound Quality Is Not Good... An OK OK Product,It's Not Any Amazing Or Excellent Mobile Phone... It's OK OK Product...The Camera Is Good... Media Sound Quality Is Not Good... You Tube Songs Are Not Meant For This Mobile Phone...Battery Backup Is Also Good Though Battery Discharges A Bit Fast...For 5G Network This Mobile Phone Is Good...Overall An OK OK Product...Read more
5.0 out of 5 stars,Value for Money,Excellent.Read more
5.0 out of 5 stars,"Good Capable Phone, Go with it👍🏼","Nice phone, butter smooth operation,lag free, good battery juice,excellent screen quality to name a few good points.Bought it on exchange for iPhone 7(32GB)Although initial exchange value was quoted as 6300 but it went down to 4000 upon inspection due to paint removed from back and sides of the phone.Still not a bad deal for sure as that iPhone was a ewaste I was storing in a closet 😂Read more"
4.0 out of 5 stars,Lower quality,Good but lower part is blinking light it may be used i now so unable to returnRead more
5.0 out of 5 stars,Nice phone,"Good product. I can purchase this phone. This phone is not for gaming but better for daily use. No lag issue if your budget around 16k, I will recommend you.Read more"
4.0 out of 5 stars,Good product at low price M17 5G,"I bought M17 5G, 8GB/128GB after a very careful study of the different Samsung phones during the Diwali time. It is certainly an excellent product for the money paid with the discounts. A few disappointing points were it doesn't support dual SIM and a memory card simultaneously which was highlighted eroneously in the product features. When queried in the live question, it was answered me as it supports 2 SIMs and Memory card simultaneously. But when the product was received after about 12 or 15 days, I was totally disappointed when put my 2 SIMs and memory card from M32 4G to M17 5G as it doesn't support the three items simultaneously. I didn't return it because it has some good features and gave it to one of my family members. Another sacrifice for M17 is its 5000mAh battery capacity which could have been at least 6000mah or more. It has slight heating as compared to other four Samsung models J7 Pro, M32 4G, M15 5G and M34 5G.  Anyway it is a good product for the price of 14.5k with offers.Read more"
5.0 out of 5 stars,Samsung Galaxy M17 5G Mobile - Good mobile in middle range.,"Received instrument in 5 hrs. Thanks for quick delivery.Good mobile features as camera, Good charging speed.Read more"
5.0 out of 5 stars,Best phone in budget,"Best display quality under 15000 and Features are top notch and weight is also less and heat level is also less and phone hangs is also not there, but not adapter and charger in the box.Read more"
3.0 out of 5 stars,Premium look & build quality but performance bit slow,"Pro :1. Overall phone is good in terms of build quality-premium look and UI,2. Camera quality is good with natural colours if compared with Chinese brands with high camera specifications.Cons:1. phone gets heated quickly with normal usage2. performance is slow/lagging.3. Battery drains quickly.Read more"
4.0 out of 5 stars,Little bit slow in performence.,Camera in the phone is best in this price segment. OIS is good. Daylight photography is perfect. Camera is struggling in low light.Read more
5.0 out of 5 stars,Good,SatisfiedRead more
4.0 out of 5 stars,Samsung Galaxy M17 5G: The Longevity King?,"1. The Samsung M17 is the perfect choice if you want a reliable daily driver with a great screen and long-lasting software support. However, if you are a heavy gamer or want lightning-fast charging, you might want to look at competitors.2. The phone sometimes feels slower than others and gets a bit warm, though the camera and display are excellent. I bought it for its excellent software with 6+6 os update and security features, so you can buy it too if you'd like.3. If Samsung had provided a charger along with it, it would have been a value for money product under 15k.The battery backup is also not great, it is just okay, it starts draining very quickly, it should have been at least 6000 mah.Read more"
5.0 out of 5 stars,Good price good product,Good 👍Read more
4.0 out of 5 stars,Bad software experience,The phone is actually nice but in the software side facing lot of problems like bugs. Performance wise which is good one in this price range ( under 10k ).Read more
5.0 out of 5 stars,Good Budget 5G Phone with Big Display and Long Battery Life,"Good budget smartphone with a large display and smooth performance for daily use. The battery backup is very good and easily lasts a full day. The 50MP camera is decent for normal photos, and the phone feels stylish and lightweight. Overall, a good option for basic use and 5G connectivity at this price.Read more"
1.0 out of 5 stars,very laggy and slow in daily use,"Bought the Redmi A4 5G (4GB/128GB) expecting smooth performance because of the 120Hz display and Snapdragon branding, but honestly the phone feels **very laggy and slow in daily use**.Basic tasks like opening apps, switching between WhatsApp, Chrome, and camera, or even scrolling through social media have noticeable **stutters and delays**. And the phone struggles with multitasking despite the 128GB storage. Even typing sometimes feels delayed.The 120Hz screen looks good on paper, but the actual performance doesn’t match because the software optimization is poor. Camera quality is decent in daylight, but overall user experience is disappointing because of the frequent lag.Read more"
5.0 out of 5 stars,Great Value for Money – Highly Recommended,"⭐⭐⭐⭐⭐ Great Value for Money – Redmi A4I recently purchased the Redmi A4 from Amazon and I’m very satisfied with the performance. In fact, I have purchased this phone three times in the last 2 months, which clearly shows how reliable and useful it is.The design looks good, the display is clear, and performance is smooth for daily tasks like calling, WhatsApp, YouTube, and browsing. The battery backup easily lasts a full day with normal use. Camera quality is also good for this price range.Delivery was on time and packaging was proper. Overall, it’s an excellent budget smartphone and definitely worth buying.Highly recommended 👍Read more"
3.0 out of 5 stars,Hang,"Good coaliti, but very very hang, bohot jyada hangRead more"
5.0 out of 5 stars,Bestest,"The Redmi A4 5G is a budget smartphone with good features at a low price. It has a large 6.88-inch display with a 120Hz refresh rate, making scrolling smooth, though the HD+ resolution is average. The performance is decent for daily tasks like calling, social media, and light gaming, but not ideal for heavy games. Its 50MP rear camera clicks clear photos in daylight, while low-light quality is average. The 5160mAh battery gives all-day backup. Overall, it is a good option for students and normal users who want an affordable 5G phone.Read more"
4.0 out of 5 stars,Satisfied with the product,This product is very nice and value for moneRead more
5.0 out of 5 stars,Classy compact,A very good phone for those looking for a simple and compact phone. Looks and feels good for everyday use. No heating issues and very good battery life ! I’m genuinely happy with the purchaseRead more
5.0 out of 5 stars,A perfect premium smartphone for simple everyday use,"I got this phone for my mother. With so many brands and models launching every few months, choosing a phone has become unnecessarily confusing, especially with features most people don’t even need. I just wanted a good, premium, long-lasting device — and finally decided on the  IPhone 16e.For someone who mainly uses a phone for everyday communication and light social media, this is more than perfect. Phones nowadays have become too large to comfortably hold, but the 6.1-inch size is ideal and fits well in the hand. The display is sharp, battery life is solid, and overall she is very happy using it.The only thing I wish Apple had included is the Dynamic Island instead of the notch design. Other than that, for anyone who doesn’t do heavy tasks, the iPhone 16e is an excellent choice.Read more"
5.0 out of 5 stars,Economical IPhone,Good and economical phone in Apple iPhones. It is functioning good and have good sound quality.Read more
4.0 out of 5 stars,A good small iphone phone,Yes it is iphone no matter cheapest them allFor thouse budget friendly ios device well keep with 30-40 k budget andoriod phone .Overall its good for first timer introduce to apple universe but for those who will  switching from iphone number or pro models this phone will disapoint you .But good for thouse need to get in apple system and afford to keep this phone for 2 year atleast then it is worth then other andoriod phones.Camera is good even with single lens i find most of you not even required zoom lens or wide angle this single camera is pretty quicker and manage to deliver crips images for day today photo shoots .not for professionals but good for genral photo and whatsapp forwards .Battery is the key at this price no other phone will stand longer then this .Read more
5.0 out of 5 stars,Amazing and fine,It arrived perfectly fineRead more
5.0 out of 5 stars,Absolutely unbelievable battery life for an iPhone,"Finally, an 'E'-version iPhone that actually offers something! The battery life is unbelievable (4,000 mAh) and has never been offered to date on a 6.1"" iPhone. I'm closing in on 2 days with moderate usage including videos, social media and 5G usage, and it was only charged to 91% (not even full) at the start! The Super Retina Display is absolutely incredible. It's impossible to distinguish a single pixel (which I could do with the Retina Display, not that it was bad). Looking forward to playing around more with Apple Intelligence, too. All in all, a solid iPhone for the price. Highly recommended.Read more"
5.0 out of 5 stars,Daily driver with great battery life,I use it as a work phone for emails/teams and other work apps. I charge it once in 2/3 days with a daily SOT of close to 3-4 hours. Brightness is decent.Perfect secondary phone.Read more
5.0 out of 5 stars,Happy to purchase,I am satisfied with this iphone 16e. I could afford only iphone 16e but its worth every penny 🙂Read more
1.0 out of 5 stars,. 5 ultra wide is not in this phone,Ultra wide option is not in camera totally waste battery life is good but not value for money. Only looks good but overall bejarRead more
5.0 out of 5 stars,Excellent product,"I don't usually write reviews, but this product has forced me to.... I bought this in August,2023 for around Rs. 2300... I don't usually spend more than 1k on earbuds... But I was looking for good battery backup at that time and came accross this Boat Nirvana Ion... seriously, this is my best buy till date in earbuds... I use it daily and using it till now, almost 3yrs... Battery backup is still excellent and sound is also good.Read more"
4.0 out of 5 stars,"Compact would be better, but sound is good..","These earbuds are great overall, but the size of the buds is a bit large for my liking. If they were smaller, they'd be way more comfortable. Sound quality's good though, and battery life's solid. 👍""Read more"
5.0 out of 5 stars,Bought it for its battery back-up but got more,"Let me start with the elephant in the room claim - 24 hours battery back up from buds alone. I received this TWS around 6:45 in the evening, took about a couple  minutes to check the box contents and make sure the TWS was in perfect condition. Paired them with my phone only to find out the earbuds had 100% charge, so I started using them. I initiated my ""testing"" at 7 p.m. with The Jurassic Park (1993) at about 80% volume. 2 hours later, the buds had ~93% charge left. I said, ""Challenge accepted!"", and then watched the sequel, The Lost World (1997). Another 2 hours and some odd minutes later, the time was 11:10 p.m., the left bud showed 86% battery and the right was at 85%. At this point, I could see myself losing the battle, but I didn't wanna give up. I thought to myself, ""Maybe if I tried harder, I'd win."" But time, as always, wasn't on my side. It was 11:20 p.m., the silence of the night could be heard loudly and the fatigue of the day was catching up to me, when suddenly, an idea popped into my head. I rushed over to YouTube, searched for a 10 hour heavy metal music video, hit the play button, increased the earbuds volume to 100%, and then put both my phone and the buds on the bedside table grinning to myself thinking, ""Yeah, survive that."", and called it a night. The morning came and as my vision cleared up to show 7:20 a.m. on the clock, I reached out to my phone, assuredly and confidently convinced, I had won the war.I didn't. The right bud was at 41% and the left at 45%. At this juncture, I gladly accepted my defeat and decided to write this story, a story of a brave TWS, a story that will never be in any history books, a story where the eternal TWS won against its sadistic owner.As for the rest, I will keep it brief;In-ear Detection: Works very well, no complaints.Sound Quality: Signature mode is too bass-y, not for me, for sure. Balance mode does the job and it does it well.Call quality: THE BEST. Tested against Boat Rockers 255 Neo, Boult Audio X50, Dizo GoPods Neo, Realme T100.Build Quality: Buds good. Case lid, when closed, has a slight wobble to it. Everything else is upto the mark.One final remark would be in-ear fitting, and thus, noise isolation. I find these buds to provide noise isolation as good as Dizo Gopods Neo with its 25Db ANC mode on. It almost feels like they were custom made for my ears. But do keep in mind that this can and will differ from person to person.Thank you for your time and I hope I didn't waste it.Read more"
1.0 out of 5 stars,The Ultimate Disappointment: A Scathing Review of the Worst Earbuds I’ve Ever Used,"The media could not be loaded.Let me preface this review by saying I’ve tested countless earbuds over the years, ranging from budget-friendly options to premium audiophile gear. Never in my life have I encountered a product as fundamentally flawed, poorly designed, and outright infuriating as these earbuds. If you’re considering purchasing these for gaming purposes, casual listening, or even as a backup pair—STOP. Save your money, your sanity, and your ears. From the abysmal mic functionality to the laughable sound quality, and the build quality that feels like it was engineered by someone who’s never held a pair of earbuds before, this product is a masterclass in failure. Let’s break down why these earbuds are an insult to the very concept of functionality, clarity, and performance.1. Mic Functionality: A Joke for Gaming PurposesLet’s start with the mic functionality, a feature that’s absolutely critical for gaming purposes or even casual Zoom calls. If you’re buying earbuds to communicate with teammates, stream, or participate in online meetings, prepare to be humiliated. The microphone picks up every conceivable noise except your voice. Background chatter, the faint hum of your refrigerator, even your dog barking three rooms away—all of it is crystal clear. But your actual voice? Muffled, distorted, and buried under a layer of static that makes you sound like you’re speaking through a tin can underwater.During a critical raid in my favorite MMO, my teammates repeatedly asked, “Are you chewing gravel? Why does your mic sound like a broken walkie-talkie?” When I switched to these earbuds’ mic functionality, the response was unanimous: “Never use these again.” For gaming purposes, where clear communication is non-negotiable, this mic is a liability. Even after tweaking settings, updating drivers, and screaming into the microphone like a madman, the clarity never improved. It’s almost impressive how a company could engineer a microphone this bad.2. Gaming Purpose? More Like “Game Over”Speaking of gaming purposes, these earbuds fail on every front. Latency is so severe that actions in-game—like gunfire or footsteps—are delayed by a full second, making competitive play impossible. Imagine hearing an enemy’s shotgun blast after you’ve already been respawned. The lack of clarity in spatial audio means you can’t distinguish between sounds coming from your left or right, a death sentence in shooters or horror games.But the real kicker? The performance of these earbuds under load is laughable. After just 30 minutes of use, they overheat to the point of discomfort, and the audio begins to crackle like a campfire. For a product marketed toward gaming purposes, the complete disregard for basic functionality is staggering.3. Functionality: A Textbook Example of “How Not to Design Earbuds”The functionality of these earbuds is so counterintuitive, it feels like a prank. The touch controls are hypersensitive yet unresponsive—a paradox that defies logic. Adjusting the volume? Prepare for a 50/50 chance of either muting the audio entirely or triggering your voice assistant. The companion app, which promises to “enhance your experience,” is a glitchy mess that crashes more often than a toddler’s toy car.Even basic functionality like pairing the earbuds to a device is a nightmare. They disconnect randomly, refuse to reconnect unless reset, and occasionally pair to the wrong device altogether (yes, my smart fridge now has audio privileges). For a product that claims to prioritize performance, the sheer lack of reliability is inexcusable.4. Clarity? More Like “Muddy Mess”If you value clarity in your audio experience, steer clear. The sound profile is so unbalanced it’s comical. Bass is overblown to the point of distortion, mids are nonexistent, and highs are shrill enough to shatter glass. Listening to music feels like being trapped in a nightclub with blown-out speakers—except even nightclubs have better sound quality.For podcasts or audiobooks, the lack of clarity turns every narrator into a garbled mess. Voices blend into the background noise, and subtle details are drowned out by the earbuds’ own hissing. Even at maximum volume, dialogue feels distant, as if the speaker is standing in another room. The sound quality isn’t just bad—it’s offensive.5. Performance: A Race to the BottomThe performance of these earbuds is a slap in the face to anyone who’s ever used a functional pair. The battery life, advertised as “up to 8 hours,” barely lasts two hours at 50% volume. And charging them? The case takes longer to power up than a medieval siege engine. Even the earbuds functionality during calls is a disaster. Every conversation becomes a game of “Guess What I Said,” with the other person constantly asking you to repeat yourself.Under stress—like multitasking between apps or running background downloads—the performance nosedives further. Audio stutters, the mic cuts out, and the earbuds emit a high-pitched whine that could double as a dog whistle. For a product that claims to prioritize performance, it’s clear no one tested these under real-world conditions.6. Earbuds Functionality: A Comedy of ErrorsThe earbuds functionality extends beyond poor sound and controls. The ergonomic design is a joke. They don’t fit securely in any ear shape, requiring constant adjustments mid-use. During a jog, one earbud flew out and nearly became roadkill. The “sweat-resistant” coating? A myth. After one gym session, the left earbud shorted out, emitting a smell akin to burnt plastic.Even simple tasks, like skipping a track or answering a call, require Herculean effort. The touch-sensitive areas are tiny and poorly mapped, leading to accidental hangs-ups or unintended playlist shuffles. For earbuds functionality that’s supposed to simplify your life, these add nothing but frustration.7. Sound Quality: An Assault on the SensesThe sound quality is where these earbuds truly cement their status as the worst on the market. The audio is flat, tinny, and devoid of depth—like listening to music through a cardboard tube. Genres that rely on nuance, like classical or jazz, are rendered unrecognizable. Rock and pop tracks lose their energy, with guitars sounding like kazoos and vocals like autotuned robots.Even for non-audiophiles, the sound quality is unbearable. Watching movies? Dialogue is drowned out by inconsistent volume levels, and action scenes lack punch. The lack of clarity and dynamic range makes every audio experience feel like a punishment.8. Build Quality: Cheap, Flimsy, and Downright DangerousThe build quality is a testament to corner-cutting. The plastic feels like it was salvaged from a dollar-store toy, with seams that creak under minimal pressure. The charging case’s lid wobbles like a loose tooth, and the earbuds themselves are so fragile, I’m afraid to breathe on them too hard.Within a week, the right earbud’s mesh grill fell off, exposing the speaker to dust and debris. The charging pins corroded after minimal use, and the case’s hinge now emits a death rattle every time it’s opened. For a product that costs more than a meal for two, the build quality is unforgivable.Conclusion: A Perfect Storm of FailureIn summary, these earbuds fail at every metric: mic functionality, gaming purposes, functionality, clarity, performance, earbuds functionality, sound quality, and build quality. They’re poorly designed, shoddily constructed, and utterly unfit for any use case. The sound quality is grating, the mic functionality is a joke, and the build quality is a safety hazard.If you value your time, money, and sanity, avoid these earbuds at all costs. For gaming purposes, communication, or even passive listening, there are countless better options—including earbuds half the price. These aren’t just bad; they’re an insult to the very idea of technology.Final Verdict: 0/10. The only thing these earbuds excel at is making you regret your purchase.Read more"
5.0 out of 5 stars,Review after 2 years of hardcore usage.,"Been using it for 2 years. and for its price (1800 back then) its really good. now that after hardcore use of 2 years and dropping it down a billion times, its come in two piece, like semi, broken. but i can just put it back together. if you plan on using super hardcore everyday for 2 years then go for it. if you are more careful than i am with it then it'll last longer for sure. Nice volume and sound aswell. Apart form that i an now having some issues with compatibility. idk if its my phone or new software update. really durable and good, personally its great. (Note: I listen music/use for gaming/in calls. so i use it every single day for 6-8 hours at the very least)Read more"
5.0 out of 5 stars,Good product,Product is very good. Excellent battery life. Sound quality top notch 👍Read more
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! 🎧👍Read more"
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more"
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more"
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price 👍Read more"
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more"
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more"
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ₹10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more"
5.0 out of 5 stars,"Marvellous , awe inspiring , built like steel , GO FOR IT..!!!","Alright everyone , please read this review carefully as it's 6 july 2025 today and on the 23rd of August 2025 , i will have spent 2 years using these awesome and marvellous earbuds... These have been 2 years of extreme , rigorous and very very careless usage and these earphones are still in prime condition, needless to add I'm an avid consumer of music ,l wear my earbuds almost all day long , I've worn them in the gym , while running , they've seen a lot of sweat , a lot of earwax , most of the days ,i fall asleep while wearing them and get up with them either under them or on the floor, I've been very very merciless with these earbuds , I have not used them ,I have exploited them, after allll of this ,  they're still in prime condition, the mic on these works extremely well, they charge pretty quickly , the box takes a little longer to get fully charged but it lasts for a long time , call quality, voice quality , everything is awesome , their response to your touch is also very durable and awesome , it happens ever so oftent that I'm in the gym and my phone is drenched in sweat and it's screen starts malfunctioning and as a result I can't take calls , but thanks to these earphones , even after all the sweat and moisture they respond to my touch instantly amd I'm able to take calls , in the gym, while driving, 2 wheelers , 4 wheelers , everything...you know I lost their charging box somewhere , so I purchased another set of the same earphones just for the box and im still using the old earbuds with the new box , I have dropped them quite roughly several times , one or two times I have thrown them away because I was angry due to some reason and they're still going one without an ounce of reduction in quality ,  this is why I'm calling them marvellous... After such rough and extreme usage , i just can't find any big noticable flaw in them.... But yes , I'll like to add that everything depreciates with time , after 2 years of usage , their batter life isn't as good as when they were new , but the sound quality ,the durability, it's still 90% of how it was when they were new...There may be some people who are extra extra critical and would say they give 4.6 to music , 3. Blah blah blah to sound , to bass , don't bother listening to nerds and wannabe tech gurus , go for it , best in class , marvel of engineering , this is gonna be one of those few purchases that youre gonna be proud of , over and out...Read more"
4.0 out of 5 stars,Overall review after 1 year of using.,"one of the best product bought buy me, in the starting i only had issue with the fitting of the earbuds in my ear as they were falling of but soon after they started fitting perfectly the sound quality is quite decent and battery life is also quite good overall this product is worth to buy and lives upto its expectation.Read more"
